"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
2144,"gemm_q5k.kd",1,0,2320,611771,611771,327680,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345060174,255626773364601,255626773635210,255614349662248,270609
2145,"axpy_scaled.kd",1,0,2321,611771,611771,5120,64,0,0,8,0,128,32,"0x0","0x751020996700",255614345063284,255626773642298,255626773643605,255614349678277,1307
2146,"rmsq.kd",1,0,2322,611771,611771,32,32,512,0,80,0,128,32,"0x0","0x751020995e80",255614345066384,255626773645824,255626773662428,255614349693697,16604
2147,"gemm_q5k.kd",1,0,2324,611771,611771,655360,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345075504,255626773667198,255626773919622,255614350120508,252424
2148,"gemm_q5k.kd",1,1,40,611771,611771,393216,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345078244,255626773669089,255626773875074,255614349902463,205985
2149,"gemm_q8_0.kd",1,0,2327,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614345093563,255626773926638,255626773934245,255614349978631,7607
2150,"gemm_q8_0.kd",1,1,43,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614345096433,255626773928144,255626773933748,255614349994181,5604
2151,"gdn_conv.kd",1,0,2329,611771,611771,327680,32,0,0,8,0,128,32,"0x0","0x751020996840",255614345105093,255626773940583,255626773981557,255614350042890,40974
2152,"split3.kd",1,0,2330,611771,611771,10240,64,0,0,8,0,128,32,"0x0","0x751020996b40",255614345107983,255626773983998,255626773985183,255614350058800,1185
2153,"l2_rows2_scale.kd",1,0,2331,611771,611771,1024,32,0,0,8,0,128,32,"0x0","0x751020996ac0",255614345110053,255626773987317,255626774011961,255614350074399,24644
2154,"gdn_beta_g.kd",1,0,2332,611771,611771,64,64,0,0,24,0,128,32,"0x0","0x751020996940",255614345113433,255626774014337,255626774017721,255614350089929,3384
2155,"gdn_ar.kd",1,0,2333,611771,611771,6144,128,0,0,16,0,128,32,"0x0","0x751020996a00",255614345116363,255626774019972,255626774118619,255614350136408,98647
2156,"gatedq.kd",1,0,2334,611771,611771,1536,32,0,0,160,0,128,32,"0x0","0x7510209969c0",255614345119153,255626774121075,255626774142164,255614350151878,21089
2157,"gemm_q5k.kd",1,0,2335,611771,611771,327680,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345121413,255626774144478,255626774242147,255614350258065,97669
2158,"axpy_scaled.kd",1,0,2336,611771,611771,5120,64,0,0,8,0,128,32,"0x0","0x751020996700",255614345123553,255626774250422,255626774252186,255614350274085,1764
2159,"rmsq.kd",1,0,2337,611771,611771,32,32,512,0,80,0,128,32,"0x0","0x751020995e80",255614345126103,255626774254502,255626774275976,255614350289705,21474
2160,"gemm_xs.kd",1,0,2339,611771,611771,1114112,64,1536,0,96,0,128,32,"0x0","0x751020995f00",255614345133943,255626774281127,255626774718558,255614350722566,437431
2161,"gemm_xs.kd",1,1,46,611771,611771,1114112,64,1536,0,96,0,128,32,"0x0","0x751020995f00",255614345136332,255626774282985,255626774721055,255614350738765,438070
2162,"silu_mul.kd",1,0,2341,611771,611771,17408,64,0,0,16,0,128,32,"0x0","0x751020996680",255614345141642,255626774732331,255626774736005,255614350784074,3674
2163,"quant_q8.kd",1,0,2342,611771,611771,576,64,0,0,48,0,128,32,"0x0","0x751020995e40",255614345143752,255626774738391,255626774740851,255614350799584,2460
2164,"gemm_q5k.kd",1,0,2343,611771,611771,327680,64,512,0,48,0,128,32,"0x0","0x751020995f40",255614345148432,255626774743187,255626775014566,255614351051289,271379
2165,"axpy_scaled.kd",1,0,2344,611771,611771,5120,64,0,0,8,0,128,32,"0x0","0x751020996700",255614345151062,255626775021689,255626775022906,255614351067588,1217
2166,"rmsq.kd",1,0,2345,611771,611771,32,32,512,0,80,0,128,32,"0x0","0x751020995e80",255614345155722,255626775025150,255626775041754,255614351083018,16604
2167,"gemm_q6k.kd",1,0,2347,611771,611771,655360,64,512,0,32,0,128,32,"0x0","0x751020996340",255614345163952,255626775046589,255626775338115,255614351397641,291526
2168,"gemm_q4k.kd",1,1,49,611771,611771,393216,64,512,0,40,0,128,32,"0x0","0x751020996300",255614345173612,255626775048561,255626775267890,255614351288794,219329
2169,"gemm_q8_0.kd",1,0,2350,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614345183991,255626775343679,255626775350233,255614351471840,6554
2170,"gemm_q8_0.kd",1,1,52,611771,611771,3072,64,512,0,32,0,128,32,"0x0","0x751020995fc0",255614345187051,255626775345160,255626775350814,255614351487220,5654
2171,"gdn_conv.kd",1,0,2352,611771,611771,327680,32,0,0,8,0,128,32,"0x0","0x751020996840",255614345194031,255626775357279,255626775398908,255614351532819,41629
2172,"split3.kd",1,0,2353,611771,611771,10240,64,0,0,8,0,128,32,"0x0","0x751020996b40",255614345197281,255626775401042,255626775402781,255614351549108,1739
2173,"l2_rows2_scale.kd",1,0,2354,611771,611771,1024,32,0,0,8,0,128,32,"0x0","0x751020996ac0",255614345199291,255626775404722,255626775429012,255614351564628,24290
2174,"gdn_beta_g.kd",1,0,2355,611771,611771,64,64,0,0,24,0,128,32,"0x0","0x751020996940",255614345202461,255626775431448,255626775434472,255614351580288,3024
2175,"gdn_ar.kd",1,0,2356,611771,611771,6144,128,0,0,16,0,128,32,"0x0","0x751020996a00",255614345206111,255626775436726,255626775535363,255614351595807,98637
2176,"gatedq.kd",1,0,2357,611771,611771,1536,32,0,0,160,0,128,32,"0x0","0x7510209969c0",255614345209121,255626775537774,255626775560359,255614351611307,22585
2177,"gemm_q6k.kd",1,0,2358,611771,611771,327680,64,512,0,32,0,128,32,"0x0","0x751020996340",255614345212251,255626775562694,255626775705636,255614351715095,142942
2178,"axpy_scaled.kd",1,0,2359,611771,611771,5120,64,0,0,8,0,128,32,"0x0","0x751020996700",255614345214111,255626775712665,255626775718412,255614351732044,5747
2179,"rmsq.kd",1,0,2360,611771,611771,32,32,512,0,80,0,128,32,"0x0","0x751020995e80",255614345217241,255626775720456,255626775737825,255614351747604,17369
2180,"gemm_q4k.kd",1,0,2362,611771,611771,1114112,64,512,0,40,0,128,32,"0x0","0x751020996300",255614345224391,255626775742826,255626776233053,255614352242684,490227
